745.000,797.000
70.000,128.000
38.000,291.000
797.000,727.000
808.000,15.000
762.000,9.000
70.000,399.000
847.000,498.000
323.000,758.000
864.000,376.000
991.000,262.000
942.000,651.000
827.000,785.000
625.000,376.000
190.000,733.000
197.000,215.000
253.000,65.000
768.000,468.000
109.000,222.000
820.000,728.000
53.000,555.000
708.000,608.000
918.000,39.000
834.000,137.000
964.000,661.000
879.000,218.000
900.000,0.000
142.000,436.000
800.000,642.000
353.000,558.000
893.000,295.000
32.000,618.000
956.000,520.000
323.000,144.000
450.000,210.000
757.000,290.000
486.000,574.000
657.000,281.000
489.000,297.000
51.000,56.000
770.000,585.000
12.000,92.000
810.000,296.000
892.000,722.000
828.000,578.000
266.000,229.000
844.000,453.000
631.000,210.000
568.000,131.000
846.000,523.000
433.000,682.000
364.000,44.000
754.000,524.000
731.000,417.000
121.000,350.000
251.000,344.000
197.000,535.000
983.000,44.000
946.000,788.000
221.000,614.000
6.000,448.000
812.000,73.000
879.000,663.000
890.000,403.000
21.000,653.000
17.000,698.000
869.000,145.000
991.000,127.000
971.000,752.000
661.000,480.000
34.000,188.000
759.000,225.000
607.000,511.000
116.000,626.000
890.000,757.000
847.000,709.000
719.000,30.000
752.000,640.000
842.000,387.000
996.000,387.000
962.000,150.000
657.000,59.000
963.000,456.000
24.000,374.000
105.000,126.000
81.000,698.000
367.000,282.000
594.000,669.000
806.000,361.000
907.000,615.000
962.000,489.000
975.000,308.000
894.000,433.000
857.000,41.000
33.000,753.000
990.000,612.000
973.000,607.000
857.000,554.000
761.000,698.000
494.000,74.000
160.000,62.000
863.000,180.000
433.000,389.000
133.000,723.000
747.000,103.000
859.000,278.000
824.000,521.000
540.000,795.000
928.000,415.000
957.000,177.000
93.000,253.000
791.000,176.000
365.000,504.000
